Section,Item,XS_0801,XS_0803,XS_0805,XS_0807,XS_0811,XS_0814,XS_0815,XS_0819,XS_0820,XS_0821,XS_0822,XS_0825,XS_0826,XS_1201,XS_1205,XS_1208,XS_1211,XS_1216,XS_1218,XS_1219,XS_1222,XS_1224,XS_1225,XS_1229,XS_1230,XS_1604,XS_1612,XS_1614,XS_1619,XS_1622,XS_1628,XS_1629,XS_1631,XS_1634,XS_1635,XS_1636,XS_1638,XS_1639
People,baby,No,No,Understands,No,No,No,No,No,Understands,No,No,No,No,Understands,No,No,Understands,No,No,Understands,No,No,Understands,Produces,Understands,Understands,Produces,Understands,No,No,Understands,Understands,Produces,Produces,Understands,Understands,Produces,Produces
People,babysitter,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
People,babysitter's name,No,No,Understands,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No
People,boy,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,Understands,No,No
People,brother,No,No,Understands,No,No,No,No,Understands,No,No,No,No,No,Understands,No,No,No,No,No,Understands,No,Understands,No,Produces,No,Understands,No,No,No,No,No,Understands,No,No,Produces,Understands,No,No
People,child,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No
People,daddy,No,Understands,Produces,No,Understands,Understands,Understands,Understands,Understands,No,Understands,Understands,No,Produces,Understands,No,Produces,Produces,Understands,Understands,Produces,Understands,Produces,Produces,Understands,Produces,Produces,Produces,No,Produces,Understands,Understands,Produces,Produces,Produces,Understands,Produces,Produces
People,girl,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,Understands,No,No
People,grandma,No,No,Understands,No,No,No,No,Understands,No,No,Understands,No,No,Produces,No,No,Understands,No,Understands,No,No,Produces,Understands,Understands,No,Understands,Produces,Understands,No,Understands,Understands,Understands,Produces,Understands,Produces,Understands,No,Understands
People,grandpa,No,No,Understands,No,No,No,No,Understands,No,No,No,No,No,Understands,No,Understands,Produces,No,Understands,No,No,Understands,Understands,Understands,No,Understands,Understands,Produces,No,No,Understands,No,Produces,Understands,No,Understands,No,Understands
People,lady,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
People,man,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
People,mommy,No,Understands,Produces,No,No,Understands,Understands,Understands,Understands,No,Understands,Understands,No,Produces,Understands,Produces,Produces,Produces,Understands,Understands,Understands,Understands,Produces,Produces,Produces,Produces,Produces,Produces,No,Produces,Understands,Understands,Produces,Produces,Produces,Understands,Produces,Produces
People,child's own name,No,No,Understands,No,No,Understands,No,Understands,No,No,Understands,No,No,Understands,No,Understands,Produces,Understands,Understands,Understands,No,Understands,Understands,Understands,Understands,Understands,Understands,Produces,No,Understands,Understands,Understands,Understands,Understands,Produces,Understands,Understands,Understands
People,people,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
People,person,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No
People,sister,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,Understands,No,Understands,No,No,No,No,No,No,No,Understands,No,Understands,No,No,No,No,No,Understands,No,No
People,teacher,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,Understands,No,No
People,uncle,No,No,Understands,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No
Games and Routines,bath,No,No,Understands,No,Understands,No,No,No,No,No,No,No,No,Understands,Understands,Understands,Produces,Understands,No,Understands,No,Understands,No,Produces,Understands,Understands,Produces,Produces,No,Understands,Understands,Understands,Produces,Understands,Understands,Understands,No,Produces
Games and Routines,breakfast,No,No,Understands,No,Understands,No,No,No,No,No,No,No,No,Understands,Understands,No,No,No,No,No,No,No,No,Understands,Understands,Understands,Understands,Produces,No,No,Understands,Understands,No,Understands,No,Understands,No,Understands
Games and Routines,bye or bye bye,No,No,Understands,No,Understands,No,No,No,No,No,Understands,No,Understands,Understands,Understands,Understands,Produces,Understands,Understands,Understands,No,Understands,Produces,Produces,Produces,Produces,Produces,Produces,No,Produces,Understands,Understands,Produces,Produces,Produces,Understands,Produces,Produces
Games and Routines,dinner,No,No,Understands,No,No,No,No,No,No,No,No,No,No,Understands,Understands,No,No,No,No,No,No,No,No,Understands,Understands,Understands,Understands,Understands,No,Understands,Understands,Understands,No,Understands,No,Understands,No,Understands
Games and Routines,don't,No,No,Understands,No,No,No,No,No,Understands,No,No,No,No,Understands,Understands,No,No,No,Understands,Understands,No,No,No,Understands,Understands,No,Understands,Understands,No,Understands,No,Understands,No,No,No,Understands,No,Understands
Games and Routines,hello,No,No,Understands,No,No,No,No,No,No,No,No,No,No,Produces,Understands,No,No,No,Understands,Understands,No,No,Understands,No,Understands,Understands,Produces,Understands,No,Understands,Understands,Understands,No,No,Understands,Understands,No,Understands
Games and Routines,hi,No,No,Understands,No,No,No,No,Understands,Understands,No,Produces,Understands,Understands,Produces,Understands,No,Produces,Understands,Understands,Understands,No,Understands,Produces,Produces,Produces,Understands,Produces,Produces,No,Produces,No,Understands,Produces,Produces,Understands,Understands,Produces,Understands
Games and Routines,lunch,No,No,Understands,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,Understands,Understands,Understands,No,Understands,No,No,Understands,Understands,No,Understands,No,Understands,No,Understands
Games and Routines,nap,No,No,Understands,No,No,No,No,No,No,No,No,No,No,Understands,Understands,No,No,No,No,No,No,Understands,No,No,Understands,Understands,Understands,Understands,No,Understands,No,Understands,Understands,Understands,No,Understands,No,Understands
Games and Routines,night night,No,No,Understands,No,Understands,No,No,No,No,No,No,No,Understands,Understands,Understands,Understands,Understands,Understands,No,No,No,No,Produces,Produces,No,Understands,Produces,Produces,No,Understands,Understands,Understands,Produces,Understands,No,Understands,Understands,Understands
Games and Routines,no,No,No,Understands,No,No,No,Understands,No,Understands,No,Understands,No,Understands,Understands,Understands,Understands,Produces,Understands,Understands,No,No,Understands,Understands,Produces,Produces,Produces,Understands,Produces,No,Produces,Understands,Produces,Produces,Produces,Produces,Understands,Produces,Understands
Games and Routines,patty cake,No,No,Understands,No,Understands,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,Understands,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No
Games and Routines,peekaboo,No,No,Understands,No,Understands,Understands,No,Understands,No,No,Understands,No,No,No,Understands,Understands,Understands,Understands,Understands,No,No,No,Understands,Understands,Understands,Understands,Understands,Produces,No,Understands,Understands,Understands,Understands,Understands,No,Understands,Understands,Understands
Games and Routines,please,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Produces,No,Understands,No,Understands,No,Understands,No,No,Understands,No
Games and Routines,shh/shush/hush,No,No,Understands,No,No,No,No,No,Understands,No,No,No,No,Understands,Understands,Understands,No,No,No,Understands,No,Understands,Understands,Produces,Understands,Understands,No,Produces,No,Understands,Understands,No,No,No,No,Understands,No,No
Games and Routines,thank you,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,Understands,No,No,Understands,No,No,No,No,No,Produces,No,No,Produces,Produces,Produces,No,No,Understands,Understands,No
Games and Routines,wait,No,No,No,No,No,No,No,No,Understands,No,Understands,No,No,Understands,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,Understands,No,No,No,No,Understands,Understands,Understands
Games and Routines,wanna/want to,No,No,Understands,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,Understands,Understands,No,Understands
Games and Routines,yes,No,No,Understands,No,No,No,No,No,No,No,No,No,No,Understands,Understands,No,No,Understands,No,Understands,No,No,Produces,No,Understands,Understands,Understands,Produces,No,Understands,Understands,Produces,No,No,Produces,Understands,No,Understands
Action Words,bite,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,Understands,No,No,No,No,No,No,No,Understands,No,Understands,No,Understands,No,Understands,Understands,Understands,Understands,No,Understands,Understands,No,No
Action Words,blow,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,Understands,No,No,No,No,No,Understands,No,Understands,No,Understands,No,Understands,No,Understands,Understands,No,No,No,No,Understands,No,Understands
Action Words,break,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No
Action Words,bring,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,Understands,No,No,Understands,Understands,Understands,Understands,No,Understands
Action Words,bump,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Action Words,clean,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,Understands,No,Understands,No,No,Understands,No,No
Action Words,close,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,Understands,No,Understands,No,No,Understands,No,No,Understands,No,Understands
Action Words,cry,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,Understands,No,No
Action Words,dance,No,No,Understands,No,No,No,No,No,No,No,No,No,No,Understands,Understands,Understands,Understands,No,No,Understands,No,No,No,Understands,No,Understands,Understands,Produces,No,Understands,Understands,No,No,Understands,Understands,Understands,No,Understands
Action Words,draw,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,Understands,Understands,Understands,Understands,No,No,Understands,No,Understands
Action Words,drink,No,No,Understands,No,No,No,No,No,No,No,No,No,No,Understands,No,Understands,No,No,No,No,No,Understands,No,Understands,Understands,Understands,Understands,Understands,No,Understands,Understands,Understands,Understands,Understands,Understands,Understands,No,Understands
Action Words,drive,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No
Action Words,eat,No,No,No,No,No,No,No,Understands,Understands,No,No,No,Understands,Understands,Understands,No,Understands,Understands,No,Understands,No,Understands,No,Understands,Understands,Understands,No,Produces,No,Understands,Understands,Understands,Understands,Understands,Understands,Understands,No,Produces
Action Words,fall,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,Understands,Understands,No,Understands,Understands,No,No,No,No,No,No,No,Understands,No,No
Action Words,feed,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,Understands
Action Words,finish,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,Understands,No
Action Words,get,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,Understands,No,Understands,No,Understands,Understands,No,Understands,No,Understands,Understands,No,Understands
Action Words,give,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,Understands,No,Understands,No,No,No,No,No,Understands,Understands,Understands,Understands,No,Understands,Understands,Understands,Understands,Understands,Understands,Understands,Understands,Understands
Action Words,go,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,Understands,No,Understands,No,Understands,No,Produces,No,Understands,No,Understands,Understands,No,Understands,No,No,Understands,No,Understands
Action Words,help,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,Understands,No,No,No,No,No,Produces,No,No,No,No,No,No,No,No,No,Understands
Action Words,hit,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,Understands,No,Understands,No,No,Understands,Understands,No,No,No,Understands,No,No,Understands,Understands,No,No
Action Words,hug,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,Understands,No,No,Understands,No,Understands,Understands,Understands,Understands,Produces,No,Understands,Understands,Understands,No,Understands,Understands,Understands,No,Understands
Action Words,hurry,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Action Words,jump,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,Understands,No,No,No,No,No,Understands,Understands,Understands,No,No,No,No,No,No,Understands,No,No,Understands
Action Words,kick,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No,No,No,Understands,Understands,No,No,No,No,No,No,No,No,No,Understands
Action Words,kiss,No,No,Understands,No,No,No,No,No,Understands,No,No,No,No,Understands,No,No,Understands,No,No,No,No,No,No,Understands,Understands,Understands,Understands,Produces,No,Understands,Understands,Understands,Understands,Understands,Understands,Understands,Understands,Understands
Action Words,look,No,No,Understands,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,Understands,No,No,No,Understands,Understands,Understands,Understands,Understands,No,Understands,Understands,No,Understands,Understands,No,Understands,Understands,Understands
Action Words,love,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No,No,No,Produces,No,No,Understands,No,No,Understands,No,No,No,Understands,No
Action Words,open,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,Understands,No,No,No,No,No,No,No,Understands,Understands,Understands,Produces,No,Understands,Understands,No,Understands,No,Produces,Understands,No,Produces
Action Words,play,No,No,Understands,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No,No,No,No,Produces,No,No,Understands,No,Understands,No,No,No,No,Understands
Action Words,pull,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,Understands
Action Words,push,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,Understands,No,No,No,No,No,No,No,No,No,No,Produces,No,No,No,No,No,No,Understands,Understands,No,Understands
Action Words,put,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,Understands,No,No,Understands,No,No,No,Understands
Action Words,read,No,No,Understands,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No,No,Understands,No,Produces,No,Understands,Understands,Understands,Understands,Understands,No,Understands,No,Understands
Action Words,ride,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No,No,No,No,Produces,No,No,No,No,No,No,No,Understands,No,No
Action Words,run,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Produces,No,No,Understands,No,No,No,No,Understands,No,Understands
Action Words,say,No,No,Understands,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No,Understands,Understands,Understands,No,No,No,Understands,No,No,Understands,No,No,Understands,Understands
Action Words,see,No,No,No,No,No,No,No,No,Understands,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No,No,Understands,No,Produces,No,Understands,Understands,No,No,No,No,No,No,No
Action Words,show,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,Understands,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,Understands
Action Words,sing,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,Understands,No,No,No,Understands,Understands,No,No
Action Words,sleep,No,No,Understands,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,Understands,No,No,No,No,No,Understands,No,Understands,No,Understands,No,Understands,Understands,No,No,No,No,Understands,No,No
Action Words,smile,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,Understands,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,Understands,No,No,No,No,No,No,No
Action Words,splash,No,No,Understands,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,Understands,Understands,No,No,No,No,Understands,No,Understands,Understands,Produces,No,No,No,No,No,Understands,Understands,Understands,No,No
Action Words,stop,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,Understands,No,Understands,No,Understands,No,Understands,Understands,Understands,No,Understands,No,Understands,Understands,No,Understands,Understands,No,Understands,Understands,Understands
Action Words,swim,No,No,Understands,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,Understands,No,No,No,No,No,Understands
Action Words,swing,No,No,Understands,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,Understands,Understands,Understands,Understands,Understands,No,No,Understands,No,No,Understands,Understands,Understands,No,Understands
Action Words,take,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,Understands,No,Understands
Action Words,throw,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,Understands,No,Understands,Understands,Understands,No,No,Understands,No,No,No,No,Understands,Understands,Understands
Action Words,tickle,No,No,Understands,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No,No,No,Understands,Understands,No,No,Understands,Understands,Understands,Understands,No,Understands,Understands,Understands
Action Words,touch,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,Understands,No,Understands,No,Understands
Action Words,watch,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,Understands,No,Understands
Action Words,walk,No,Understands,Understands,No,No,No,No,No,No,No,No,No,No,Understands,Understands,Understands,No,Understands,No,No,No,No,No,Understands,Understands,Understands,No,Understands,No,Understands,Understands,No,No,No,Understands,Understands,No,Understands
Action Words,wash,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,Understands,Understands,No,No
Action Words,wipe,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,Understands,No,No,No,Understands,No,No,Understands,No,No,No,No,Understands,No,No
Action Words,write,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Words About Time,day,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No
Words About Time,later,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Words About Time,morning,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No
Words About Time,night,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,Understands,No,No,Understands,No,Understands
Words About Time,now,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Words About Time,today,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Words About Time,tomorrow,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Words About Time,tonight,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Descriptive Words,all gone,No,No,No,No,No,No,No,No,Understands,No,No,No,No,Understands,Understands,No,Understands,Understands,Understands,No,No,Understands,No,Understands,Understands,Produces,No,Produces,No,Produces,Produces,Understands,Understands,Understands,Understands,Understands,Understands,Produces
Descriptive Words,asleep,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,Understands,No,No,No,No,No,Understands,No,Understands
Descriptive Words,bad,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No
Descriptive Words,big,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,Understands,No,No,No
Descriptive Words,blue,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,Produces,Understands,No,No,No,No,Understands,No,No,No,No,No,No,Produces
Descriptive Words,broken,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,Produces,No,No,No,No,No,No,No,No,No,No
Descriptive Words,careful,No,No,No,No,No,No,No,No,Understands,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,Understands,Understands,Understands,No,Understands,No,No,Understands,Understands,Understands,No,No,No,Understands,Understands
Descriptive Words,clean,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,Understands,No,No
Descriptive Words,cold,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,Understands,Understands,Produces,No,No,No,No,No,Understands,Understands,No,Produces,Understands,No,Produces
Descriptive Words,cute,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,Understands,No,No,No,No,No,No,No,Produces,No,No,No,No,Understands,No,No,No,No,No
Descriptive Words,dark,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Descriptive Words,dirty,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,Understands,Understands,No,Understands,No,Understands
Descriptive Words,dry,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No
Descriptive Words,empty,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No,No,Understands,No,Produces,No,No,No,No,No,No,No,No,Understands,Understands
Descriptive Words,fast,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Descriptive Words,fine,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Descriptive Words,gentle,No,No,No,No,No,No,No,No,Understands,No,No,No,No,Understands,No,No,No,No,Understands,No,No,No,No,Understands,Understands,Understands,No,Understands,No,Understands,No,Understands,No,Understands,No,Understands,Understands,Understands
Descriptive Words,good,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,Understands,No,Understands
Descriptive Words,happy,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No,No,Understands,No,Produces,No,No,No,No,No,Understands,No,No,No,No
Descriptive Words,hard,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Descriptive Words,hot,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No,No,Produces,No,Produces,No,Produces,No,No,Understands,No,Produces,Understands,Produces,Produces
Descriptive Words,hungry,No,No,Understands,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,Understands,No,No,No,Understands,No,Understands,No,Understands,No,Understands,Understands,Understands,No,Understands,No,Understands,No,Understands
Descriptive Words,hurt,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No,Understands,No,No,Understands,No,No,No,No,No,No,Understands,No,No,No
Descriptive Words,little,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Descriptive Words,naughty,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No
Descriptive Words,nice,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,Understands,No,No,No,No,Understands,No,No,No,Produces,No,No,No,Understands,No,No,No,Understands,No,Understands
Descriptive Words,old,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Descriptive Words,pretty,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,Understands,No,No,No,No,No,No,No,Produces,No,No,No,Understands,No,No,No,No,No,No
Descriptive Words,red,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,Understands,No,No,No,No,Understands,No,No,No,No,No,No,No
Descriptive Words,scared,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Descriptive Words,sick,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Descriptive Words,sleepy,No,No,Understands,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,Understands,No,No,No,No,No,No,No,No,No,Understands,No,Understands,No,Understands,No,No,No,Understands,No,No
Descriptive Words,soft,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No
Descriptive Words,thirsty,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,Understands,No,No,No,No,Understands,No,Understands
Descriptive Words,tired,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,Understands,No,No,No,No,No,Understands,No,Understands,No,Understands,Understands,No,No,No,No,No
Descriptive Words,wet,No,No,No,No,No,No,No,No,No,No,No,No,No,Understands,No,No,No,No,No,No,No,Understands,No,No,No,No,No,Understands,No,No,No,No,No,No,No,Understands,No,No
